Place ID,WDID,Facility Name,Agency,Region,Major/Minor,Order_No,NPDES No.,Facility_URL,Reg_Measure_ID,Reg_Measure_Type,Addtl_Reg_Measure_ID,Addtl_WDID,PDF_File,Shared_PDF,Total_PDFs_Available
241826,5C54NC00299,Mountain Home Conservation Camp,Ca Dept of Forestry Springville,5F,Minor,97-010-DWQ,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=241826,358730,ENROLLEE - WDR,,,,No,1
205781,2 215002001,Angel Island State Pk - WWTP,Ca Dept of Parks & Rec Marin District,2,Minor,R2-2004-0043,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=205781,,WDR,,,,No,0
717684,5B05NP00014,Forest Meadows WWRP,Calaveras Cnty Water District,5S,Minor,R5-2024-0067,CA0085278,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=717684,459444,NPDES PERMIT,,,r5-2024-0067_npdes.pdf,No,1
255003,5B05NP00001,Copper Cove WWRF,Calaveras Cnty Water District,5S,Minor,R5-2023-0013,CA0084620,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=255003,452543,NPDES PERMIT,,,r5-2023-0013_npdes.pdf,No,1
212589,7A130101011,Calexico City WWTP,Calexico City ,7,Major,R7-2025-0007,CA7000009,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212589,459837,NPDES PERMIT,,,R7-2025-0007.pdf,No,1
212739,7A130102041,Calipatria City WWTP,Calipatria City,7,Major,R7-2020-0010,CA0105015,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212739,402049,NPDES PERMIT,,,R7-2020-0010.pdf,No,1
212750,2 283003001,Calistoga City Dunaweal WWTP,Calistoga City Public Works Dept.,2,Minor,R2-2022-0010,CA0037966,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212750,446901,NPDES PERMIT,,,R2-2022-0010.pdf,No,1
216719,4A560100001,Camarillo WRP,Camarillo Sanitary District,SB,"Major, Minor",2020-0015-DWQ,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=216719,428243,NPDES PERMIT,,,1278_R4-2019-0136_WDR_PKG.pdf,No,2
216832,,Camrosa Water Reclamation Facility,,,,,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=216832,,,,,,No,0
213281,3 270101001,Carmel Area WWTP,Carmel Area Wastewater District,SB,Major,2020-0015-DWQ,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=213281,396646,NPDES PERMIT,,,Carmel_Area_WWTP_final.pdf,No,1
213332,3 420101001,Carpinteria SD WWTP,Carpinteria SD,SB,Major,2020-0015-DWQ,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=213332,418040,NPDES PERMIT,,,Revised_CA0047364_Carpinteria.pdf,No,1
246217,2 019032001,Oro Loma/Castro Valley SD WPCP,Oro Loma Sanitary District,2,"Major, Minor",R2-2024-0006,CA0037559,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=246217,456854,NPDES PERMIT,448549,2 019123001,Order R2-2024-0006.pdf,No,1
246217,2 019032001,Oro Loma/Castro Valley SD WPCP,Oro Loma Sanitary District,2,"Major, Minor",R2-2024-0006,CA0037559,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=246217,456854,NPDES PERMIT,448549,2 019123001,EBDA - R2-2022-0023.pdf,Yes,1
824400,3 401019759,Cayucos SD WWTP,Cayucos SD,3,Minor,R3-2020-0004,CA3000001,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=824400,435501,NPDES PERMIT,,,Order R3-2020-0004_final.pdf,No,1
213875,2 071008001,Central Contra Costa SD WWTP,Central Contra Costa Sanitary District,2,Major,R2-2022-0020,CA0037648,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=213875,448059,NPDES PERMIT,,,R2-2022-0020.pdf,No,1
213889,2 215116001,Central Marin San. Agcy. WWTP,Central Marin Sanitation Agency,2,Major,R2-2023-0006,CA0038628,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=213889,452582,NPDES PERMIT,,,Final Order Central Marin Sanitation Agency.pdf,No,1
214199,5A320100001,Chester STP,Chester PUD,5R,Minor,R5-2021-0022,CA0077747,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=214199,442945,NPDES PERMIT,,,r5-2021-0022_npdes.pdf,No,3
271805,5A040102001,Chico Water Pollution Control Plant,Chico City,5R,Major,R5-2022-0033,CA0079081,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=271805,438991,NPDES PERMIT,,,r5-2022-0033_npdes.pdf,No,1
247750,,Paso Robles WWTP,,,,,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=247750,443460,NPDES PERMIT,,,Order R3-2021-0001_final.pdf,No,1
882248,3 400322963,City of Morro Bay Water Reclamation Facility,City of Morro Bay,3,Major,R3-2022-0029,CA3000002,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=882248,448596,NPDES PERMIT,,,7-18-22_MorroBay_finalorder.pdf,No,2
212585,2 417022002,Calera Creek Water Recycling Plant,City of Pacifica,2,Major,R2-2022-0029,CA0038776,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212585,449576,NPDES PERMIT,,,CA0038776 R2-2022-0029 NPDES Permit.pdf,No,1
214802,5A450103001,Clear Creek WWTP,City of Redding,5R,Major,R5-2022-0040,CA0079731,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=214802,445181,NPDES PERMIT,,,r5-2022-0040_npdes.pdf,No,1
258676,5A450103004,Stillwater WWTF,City of Redding,5R,Major,R5-2023-0017,CA0082589,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=258676,448380,NPDES PERMIT,,,r5-2023-0017_npdes.pdf,No,1
255632,3 440124003,Santa Cruz WWTP,City of Santa Cruz,3,Major,R3-2023-0001,CA0048194,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=255632,455558,NPDES PERMIT,,,R3-2023-0001.pdf,No,1
271054,4A560107009,Ventura WRF,City of Ventura,4,Major,R4-2025-0272,CA0064726,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=271054,463702,NPDES PERMIT,437203,4A560107001,VWRF Adopted NPDES CI-10859.pdf,No,2
271054,4A560107009,Ventura WRF,City of Ventura,4,Major,R4-2025-0272,CA0064726,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=271054,463702,NPDES PERMIT,437203,4A560107001,1822_R4-2020-0024_WDR.pdf,No,2
214888,1B84032OSON,Cloverdale City WWTP,Cloverdale City,SB,Major,2020-0015-DWQ,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=214888,425653,NPDES PERMIT,,,18_0034_City of Cloverdale_WWTF_NPDES.pdf,No,1
214899,5C10NP00012,Clovis WWTF,Clovis City,5F,Major,R5-2024-0036,CA0085235,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=214899,457522,NPDES PERMIT,,,r5-2024-0036_npdes.pdf,No,1
214933,7A330104012,Coachella SD WWTP,Coachella SD,7,Major,R7-2026-0006,CA0104493,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=214933,465057,NPDES PERMIT,,,R7-2026-0006.pdf,No,3
216446,7A330105091,Coachella Valley WD WWTP,Coachella Valley WD,7,Major,R7-2023-0013,CA0104973,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=216446,452383,NPDES PERMIT,,,R7-2023-0013.pdf,No,3
215106,5A310101001,City of Colfax WWTP,Colfax City,5S,Minor,R5-2023-0025,CAG585001,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=215106,455418,ENROLLEE - NPDES,,,r5-2023-0025-001_noa.pdf,No,2
215141,1B80121OHUM,"College of the Redwoods, POTW",College of the Redwoods,1,Minor,2014-0153-DWQ,CA0006700,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=215141,425769,ENROLLEE - WDR,,,180607_JCM_dp_College_of_the_Redwoods_NOA (003).pdf,No,1
259146,8 360105001,Colton WRF,Colton City,8,Major,R8-2012-0050,CA0105236,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259146,388624,NPDES PERMIT,,,12-0050_City_of_Colton_WDR.pdf,No,1
259178,8 362375001,"Colton/San Bernadino STP, RIX",Colton/San Bernardino RTT&WRA,SB,Major,2020-0015-DWQ,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259178,392658,NPDES PERMIT,,,13-0032_Coton-San_Bernardino_RTT_Water_Reclam_Auth.pdf,No,1
215225,5A060101001,City of Colusa WWTP,Colusa City,5S,Minor,R5-2022-0020,CA0078999,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=215225,447828,NPDES PERMIT,,,r5-2022-0020_npdes.pdf,No,1
215750,5A520100001,City of Corning WWTP,Corning City,5R,Major,R5-2022-0022,CA0004995,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=215750,447832,NPDES PERMIT,,,r5-2022-0022_npdes.pdf,No,1
259174,8 332476001,Corona WWRF #3,Corona City DWP,SB,Major,2020-0015-DWQ,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259174,395382,NPDES PERMIT,,,14-0015_City_of_Corona_DW&P_WD&RR_WRF_No_3.pdf,No,1
259171,8 330108001,Corona WWRF #1,Corona City DWP,SB,Major,2020-0015-DWQ,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259171,422466,NPDES PERMIT,,,R8-2020-0021_City_of_ Corona_ (final version).pdf,No,2
215925,7A131001011,Country Life MHPRV Asset Partners LP WWTP,"Country Life MHRVP Asset Partners, L.P.",7,Minor,R7-2023-0041,CA0104264,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=215925,454742,NPDES PERMIT,,,R7-2023-0041.pdf,No,1
215966,1B83009OMEN,Covelo POTW,Covelo CSD,1,Minor,R1-2023-0006,CA0023574,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=215966,453119,NPDES PERMIT,,,23_0006_covelo_csd_06.20.2023_eosigned.pdf,No,1
216106,1A84006ODN,Crescent City WWTP,Crescent City,1,Major,R1-2023-0039,CA0022756,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=216106,455297,NPDES PERMIT,,,23_0039_CrescentCity_NPDES.pdf,No,2
248886,2 071034001,Port Costa WWTP,Crockett Community Services District,2,Minor,R2-2024-0009,CA0037885,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=248886,457284,NPDES PERMIT,,,R2-2024-0009 Port Costa NPDES Order.pdf,No,1
273166,5D540132001,Cutler-Orosi WWTF,Cutler-Orosi JT Powers WW Authority,5F,Major,R5-2025-0013,CA0081485,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=273166,460450,NPDES PERMIT,,,r5-2025-0013_ndpes.pdf,No,1
216428,3 421003001,Cuyama CSD WWTP,Cuyama Community Services District,3,Minor,2014-0153-DWQ,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=216428,416410,ENROLLEE - WDR,,,,No,3
219146,7A131057011,Date Gardens MHP WWTP,Date Gardens Asset Partners LP,7,Minor,R7-2023-0046,CA0104841,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219146,455499,NPDES PERMIT,,,Order R7-2023-0046- Date Gardens MHPWWTP_NPDES.pdf,No,1
219223,5A570100001,City of Davis WWTP,Davis City,5S,Major,R5-2025-0026,CA0079049,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219223,461835,NPDES PERMIT,,,r5-2025-0026_npdes.pdf,No,1
219552,,Delta Diablo WWTP,,,,,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219552,435913,NPDES PERMIT,,,R2-2019-0035.pdf,No,1
220548,5A290105001,Donner Summit PUD WWTP,Donner Summit Public Utilities District,5S,Minor,2016-0068-DDW,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220548,443214,NPDES PERMIT,,,R5-2021-0023_npdes.pdf,No,1
273111,5C240102001,Dos Palos WWTF,Dos Palos City,5F,Minor,92-094,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=273111,194921,WDR,,,,No,0
220792,,Dublin San Ramon SD WWTP,,,,,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220792,448549,NPDES PERMIT,,,EBDA - R2-2022-0023.pdf,Yes,1
220850,5A470101001,Dunsmuir WWTP,Dunsmuir City,5R,Minor,R5-2024-0009,CA0078441,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=220850,452141,NPDES PERMIT,,,r5-2024-0009_npdes.pdf,No,1
222123,2 019123001,EBDA Common Outfall,East Bay Dischargers Authority,2,Major,R2-2022-0023,CA0037869,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222123,448549,NPDES PERMIT,,,EBDA - R2-2022-0023.pdf,Yes,1
222130,2 019014002,EBMUD SD#1-Wet Wthr Bypass,East Bay MUD (WPCP),2,"Major, Minor",R2-2025-0006,CA0038440,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222130,460446,NPDES PERMIT,,,R2-2025-0006.pdf,No,1
222132,2 019014001,EBMUD WPCP,East Bay MUD (WPCP),2,Major,R2-2026-0003,CA0037702,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222132,464068,NPDES PERMIT,,,R2-2026-0003.pdf,No,1
223236,2 071227001,East Brother Light StationWWTP,East Brother Light Station Inc,2,Minor,R2-2010-0113,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=223236,376587,WDR,,,,No,1
897869,9 000004038,East County Advanced Water Purification (AWP) Project,East County Advanced Water Purification Joint Powers Authority,9,Major,R9-2025-0003,CA9000001,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=897869,459357,NPDES PERMIT,,,r9_2025_0003.pdf,No,2
259196,8 332303001,Temescal Creek Outfall,Eastern Municipal Water District,8,Major,R8-2015-0006,CA8000188,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259196,394108,NPDES PERMIT,,,R8-2015-0006_EMWD_Temescal_Creek_Discharge.pdf,No,1
222407,7A130103011,El Centro City WWTP,El Centro City,7,Major,R7-2024-0041,CA0104426,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222407,459499,NPDES PERMIT,,,R7-2024-0041.pdf,No,1
219398,5B090102001,Deer Creek WWTP,El Dorado Irrigation District,5S,Major,R5-2023-0025,CAC433255,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219398,433255,ENROLLEE - NPDES,,,eid_deercreek_wwtp_mgo_noa_revised.pdf,No,1
222434,5B090102005,El Dorado Hills WWTP,El Dorado Irrigation District,SB,Major,2020-0015-DWQ,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222434,425238,ENROLLEE - NPDES,,,eid_edh_wwtp_mgo_noa_final.pdf,No,1
259214,8 330112001,EVMWD Regional WWRF,Elsinore Valley Municipal Water District,SB,Major,2020-0015-DWQ,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259214,371955,NPDES PERMIT,,,13-0017_Elsinore_Valley_MWD_RWRF_Renewal_WDR_&_NPDES_Permit.pdf,No,3
269989,9 000000030,Vallecitos WD Meadowlark WRP,Encina Wastewater Authority,SB,Major,2020-0015-DWQ,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=269989,425154,NPDES PERMIT,,,EncinaOO_FinalOrderR9-2018-0059.pdf,Yes,2
222758,9 000000030,Encina Water Pollution Control Facility,Encina Wastewater Authority,SB,Major,2020-0015-DWQ,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222758,425154,NPDES PERMIT,,,EncinaOO_FinalOrderR9-2018-0059.pdf,Yes,2
222754,9 000000030,Encina Ocean Outfall,Encina Wastewater Authority,9,Major,R9-2018-0059,CA0107395,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=222754,425154,NPDES PERMIT,,,EncinaOO_FinalOrderR9-2018-0059.pdf,Yes,2
213270,9 000000030,Carlsbad WRF,Encina Wastewater Authority,9,Major,R9-2018-0059,CA0107395,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=213270,425154,NPDES PERMIT,,,EncinaOO_FinalOrderR9-2018-0059.pdf,Yes,2
846371,,Membrane Filtration/Reverse Osmosis Facility - Escondido,,,,,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=846371,420777,NPDES PERMIT,,,CA0107981_OrderR920180002.pdf,Yes,2
