"CWNS_ID","FACILITY_ID","STATE_CODE","INFRASTRUCTURE_TYPE","FACILITY_NAME","DESCRIPTION","OWNER_TYPE","SUPERFUND_FLAG","SEMS_ID","SCF_ELIGIBLE","REVIEW_STATUS","REVIEW_TYPE","DATE_LAST_MODIFIED","NO_NEEDS"
"55009512001",1206865,WI,Wastewater,IXONIA SD #2 - CS,,Public,N,,Y,FA,Partial,2023-05-03,Y
"24000005007",1214164,MD,Wastewater,Pleasant Valley WWTP,,Public,N,,N,FA,Partial,2023-05-23,
"24000030007",1214247,MD,Wastewater,George's Creek WWTP,,Public,N,,N,FA,Partial,2023-05-26,Y
"24000057004",1214326,MD,Wastewater,FAIRLEE COLLECTION SYSTEM,,Public,N,,N,FA,Partial,2023-05-25,Y
"24000300221",1214494,MD,Wastewater,Mill Bottom WWTS,,Public,N,,N,FA,Partial,2023-05-03,
"36003095001",1220523,NY,Wastewater,Rockland County (Co) SD#1 & WWTP,,Public,N,,N,FA,Full,2022-12-01,
"36003118001",1220558,NY,Wastewater,Rockland (T)  Livingston Manor STP,,Public,N,,N,FA,Partial,2023-03-01,Y
"36003146002",1220594,NY,Wastewater,Shawangunk (T)Wallkill SD STP& ISDS,,Public,N,,N,FA,Partial,2023-03-01,Y
"36003152002",1220605,NY,Wastewater,"Briarcliff Manor, (V) Sanitary Sewer (to Yonkers WWTP)",,Public,N,,N,FA,Partial,2023-03-01,Y
"36003169002",1220631,NY,Wastewater,Westchester (Co) Bronx Valley SD,,Public,N,,N,FA,Partial,2023-03-01,Y
"36004057001",1220755,NY,Wastewater,Fonda (V) San. Sewers,,Public,N,,N,FA,Partial,2023-05-03,Y
"36004094001",1220781,NY,Wastewater,Schaghticoke (T) Pleasantdale Sewer,,Public,N,,N,FA,Partial,2023-03-01,Y
"36007028001",1221071,NY,Wastewater,Aurelius (T) San. Sewers,,Public,N,,Y,FA,Partial,2023-03-01,Y
"36008064001",1221262,NY,Wastewater,Holley (V) WWTP,,Public,N,,N,FA,Partial,2022-08-29,
"36008074001",1221269,NY,Wastewater,Waterloo (V) WWTP & Collection System,,Public,N,,N,FA,Partial,2022-12-01,
"36008240001",1221322,NY,Wastewater,Riverside (V) San.Sewers,,Public,N,,Y,FA,Partial,2023-03-01,Y
"36009088001",1221435,NY,Wastewater,Farmham (V) San. Sewers,,Public,N,,N,FA,Partial,2023-05-03,Y
"42001303001",1227191,PA,Wastewater,ASHLAND BORO,,Public,N,,N,FA,Partial,2023-05-03,Y
"42004277001",1227219,PA,Wastewater,MILTON REGIONAL STP,,Public,N,,N,FA,Partial,2023-06-21,
"48000165001",1227748,TX,Wastewater,Silverton WWTP,,Public,N,,N,FA,Partial,2023-05-12,Y
"48001170001",1227768,TX,Wastewater,Moore WWTP,,Public,N,,N,FA,Partial,2023-05-07,Y
"31002355001",1230263,NE,Wastewater,SUMNER WWTP,,Public,N,,N,FA,Partial,2022-06-01,
"20001614001",1230952,KS,Wastewater,GARDEN CITY WWTP,,Public,N,,N,FA,Partial,2023-05-08,Y
"27001517001",1231521,MN,Wastewater,HOLLOWAY STP,,Public,N,,Y,FA,Partial,2022-12-01,Y
"36008020001",1232165,NY,Wastewater,Mount Morris (V) WWTP,,Public,N,,Y,FA,Partial,2023-03-01,Y
"36008125001",1232175,NY,Wastewater,"Pembroke, (T) WWTP and Sewers",,Public,N,,N,FA,Partial,2023-05-03,Y
"19000560001",1234665,IA,Wastewater,MIDDLETOWN WWTP,,Public,N,,Y,FA,Full,2022-12-01,
"47000720001",1235049,TN,Wastewater,JEFFERSON CITY WWTP,,Public,N,,N,FA,Partial,2023-05-03,Y
"26000228001",1088429,MI,Wastewater,WHITE CLOUD STP,,Public,N,,N,FA,Partial,2023-05-16,Y
"26000411001",1088499,MI,Wastewater,FLINT WPCF,,Public,N,,N,FA,Full,2023-06-01,
"26000458011",1088518,MI,Wastewater,SWARTZ CK AREA C.S.,,Public,N,,N,FA,Partial,2023-05-16,Y
"26000575001",1088604,MI,Wastewater,ROYAL OAK TWP CS,,Public,N,,N,FA,Partial,2023-05-03,
"26001018007",1088671,MI,Wastewater,MONITOR TWP CS,,Public,N,,N,FA,Partial,2023-05-16,Y
"26003031001",1088843,MI,Wastewater,VERNON WWTP,,Public,N,,N,FA,Partial,2023-05-16,Y
"26003137001",1088924,MI,Wastewater,NEWBERRY STP,,Public,N,,N,FA,Partial,2023-05-03,
"26004006002",1089014,MI,Wastewater,PLYMOUTH TWP CS,,Public,N,,N,FA,Partial,2023-05-16,Y
"25000179002",1092462,MA,Wastewater,Ashfield Sewerage Collection System and WWTF,The town operates a collection system and treatment facility to meet wastewater needs.,Public,N,,N,FA,Full,2023-05-03,
"50000115001",1094159,VT,Wastewater,Williston FD 1 WWCS,A community wastewater system consists of gravity sewer lines collecting sewage from the residential area plus a pump station and force main to the Town of Williston sewer system.,Public,N,,Y,FA,Partial,2023-05-03,Y
"54002715001",1095016,WV,Wastewater,OAKVALE ROAD PSD,,Public,N,,N,FA,Partial,2023-05-03,
"54005001001",1095277,WV,Wastewater,CEREDO CS,,Public,N,,N,FA,Partial,2023-03-01,
"01000305001",1102129,AL,Wastewater,HANCEVILLE WWTP,,Public,N,,N,FA,Partial,2022-08-29,
"02000310001",1104818,AK,Wastewater,Akutan WWTP,Owned by Seafood company but used by city.,Private,N,,N,FA,Partial,2023-04-26,Y
"05000361001",1105176,AR,Wastewater,Cove WWTP,,Public,N,,Y,FA,Partial,2023-05-18,Y
"05000585001",1105385,AR,Wastewater,Bearden WWTP,,Public,N,,Y,FA,Partial,2023-05-03,
"13000842001",1109665,GA,Wastewater,Wadley WPCP,,Public,N,,N,FA,Partial,2023-05-05,Y
"17000006001",1113299,IL,Wastewater,ADDIEVILLE STP,,Public,N,,N,FA,Partial,2023-05-03,Y
"17000031001",1113322,IL,Wastewater,IUKA STP,,Public,N,,N,FA,Partial,2023-05-03,Y
"26003084001",1088887,MI,Wastewater,SAGOLA-CHANNING STP,,Public,N,,N,FA,Partial,2023-05-16,Y
"17000074001",1113363,IL,Wastewater,ONARGA STW,,Public,N,,N,FA,Partial,2022-06-01,
"17000421001",1113691,IL,Wastewater,MORRISONVILLE STP,,Public,N,,N,FA,Partial,2023-03-01,Y
"17000601002",1113880,IL,Wastewater,JERSEYVILLE STP SOUTH,,Public,N,,N,FA,Partial,2023-05-03,Y
"17000728001",1114008,IL,Wastewater,Olympia Fields Sanitary Sewers,,Public,N,,N,FA,Partial,2023-05-03,Y
"17005912001",1114277,IL,Wastewater,FULTON STP,,Public,N,,N,FA,Partial,2023-03-01,Y
"48007927001",3057249,TX,Wastewater,Brazoria Co MUD #2 CS,,Public,N,,N,FA,Partial,2023-05-03,Y
"24070075001",3093738,MD,Nonpoint Source,Hagerstown NPS,,Public,N,,N,FA,Partial,2023-06-01,
"05000058002",3106484,AR,Wastewater,Horseshoe Bend - Paradise Acres STP,,Public,N,,Y,FA,Partial,2023-05-03,Y
"29003010002",3112429,MO,Wastewater,Frohna Collection System,,Public,N,,N,FA,Partial,2022-08-29,Y
"39008920015",3123498,OH,Wastewater,Stark Co Molly Stark Hospital WWTP,,Public,N,,Y,FA,Partial,2023-05-18,Y
"48001658001",3126189,TX,Wastewater,Houston Area Development Corp WWTP,,Public,N,,N,FA,Partial,2023-05-13,Y
"33000034002",3184770,NH,Wastewater,Haverhill Collection System,,Public,N,,Y,FA,Partial,2023-03-01,Y
"48001721601",3376711,TX,Wastewater,Beaumont Place WWTP,,Public,N,,N,FA,Partial,2023-05-03,Y
"34050909102",3383971,NJ,Nonpoint Source,Secaucus-Malanka Mall LF,,Public,N,,N,FA,Partial,2023-05-03,
"34091200101",3390850,NJ,Nonpoint Source,Middlesex County - LF,,Public,N,,N,FA,Partial,2023-05-03,
"34092001101",3392513,NJ,Nonpoint Source,Berkeley Heights Township - NPS,,Public,N,,N,FA,Partial,2023-05-03,
"54003904001",3395578,WV,Wastewater,NEWBURG WWTP,,Public,N,,Y,FA,Partial,2023-05-03,
"12000700030",3500400,FL,Decentralized Wastewater Treatment,Indian River County OSDS Rehab,,Private,N,,N,FA,Full,2023-03-01,
"12000701010",3501022,FL,Decentralized Wastewater Treatment,Clay County OSTDS New,,Private,N,,N,FA,Full,2023-03-01,
"29001163001",1133487,MO,Wastewater,Mosby Septic Tanks,,Public,N,,N,FA,Partial,2022-12-01,Y
"29001227001",1133558,MO,Wastewater,Lake Winnebago Sewers,,Public,N,,N,FA,Partial,2022-12-01,Y
"29001237012",1133580,MO,Wastewater,Fairway Meadows Coll. Sys.,,Public,N,,N,FA,Partial,2023-03-01,Y
"29003781002",1134017,MO,Wastewater,Unionville South Lagoon,,Public,N,,Y,FA,Partial,2022-12-01,
"29004036002",1134060,MO,Wastewater,Brookfield SW WWTP,,Public,N,,Y,FA,Partial,2022-12-01,Y
"21000225002",1139656,KY,Wastewater,RACELAND,,Public,N,,N,FA,Partial,2023-05-03,
"21000257001",1139682,KY,Wastewater,Martin County Sanitation District- Inez WWTP,,Public,N,,N,FA,Partial,2023-05-03,
"23000095001",1142534,ME,Wastewater,MONMOUTH SEW SYS,,Public,N,,Y,FA,Partial,2023-05-22,Y
"35000135003",1145127,NM,Wastewater,ENCINAL VILLAGE POND,,Public,N,,Y,FA,Partial,2023-05-22,Y
"31000195001",1145776,NE,Wastewater,BEATRICE WWTP,,Public,N,,N,FA,Partial,2023-05-03,Y
"31001200001",1145920,NE,Wastewater,HERSHEY WWTP,,Public,N,,N,FA,Partial,2022-06-01,Y
"31001541001",1145966,NE,Wastewater,CERESCO WWTP,Ceresco completed a WWTP upgrade project about two years ago.,Public,N,,N,FA,Partial,2022-06-01,
"31001703001",1145983,NE,Wastewater,MANLEY WWTP,,Public,N,,N,FA,Partial,2022-06-01,
"31002550001",1146071,NE,Wastewater,WALLACE WWTP,,Public,N,,N,FA,Partial,2022-06-01,Y
"31002605001",1146080,NE,Wastewater,WESTERN WWTP,,Public,N,,N,FA,Audit,2022-07-01,
"27000076001",1147959,MN,Wastewater,ARDEN HILLS CS,,Public,N,,N,FA,Partial,2022-12-01,
"27000250001",1148104,MN,Wastewater,PELICAN RAPIDS WWTP,,Public,N,,Y,FA,Partial,2022-12-01,
"27000333001",1148155,MN,Wastewater,VICTORIA CS,,Public,N,,N,FA,Partial,2023-03-01,
"27002011001",1148248,MN,Wastewater,RACINE WWTP,,Public,N,,Y,FA,Partial,2023-03-01,Y
"27003808001",1148314,MN,Wastewater,TAUNTON WWTP,,Public,N,,Y,FA,Partial,2023-03-01,Y
"27005906001",1148369,MN,Wastewater,MILACA WWTP,,Public,N,,Y,FA,Partial,2023-03-01,Y
"27006114001",1148373,MN,Wastewater,SANDSTONE WWTP,,Public,N,,Y,FA,Partial,2023-03-01,Y
"27008216001",1148440,MN,Wastewater,WANDA WWTP,,Public,N,,Y,FA,Partial,2023-03-01,Y
"38000042001",1151295,ND,Wastewater,LAKOTA WASTEWATER,"3-cell stabilization lagoon at:
SW1/4 S33, T153N, R60W;
48.0248 N, 98.3719 W",Public,N,,Y,FA,Partial,2023-03-01,Y
"38000075001",1151328,ND,Wastewater,MARTIN WASTEWATER,"2-cell lagoon system located at 
SE SE S10, T150N, R74W,
47.8193	N; 100.1171 W;",Public,N,,Y,FA,Partial,2023-03-01,Y
"38000137001",1151384,ND,Wastewater,CAVALIER WASTEWATER,"3-cell stabilization lagoon
SW NE S23, T162N, R54W
48.8421 N; 97.5851 W",Public,N,,Y,FA,Partial,2023-05-03,
"38000267001",1151507,ND,Wastewater,NECHE WASTEWATER,"2-cell lagoon system located at 
NW NE S6, T163N, R53W,
48.9761	N; 97.5409 W;",Public,N,,Y,FA,Partial,2023-03-01,Y
"66000001002",1143950,GU,Wastewater,HAGATNA WWTF,,Public,N,,N,FA,Full,2023-05-10,
"38000276001",1151516,ND,Wastewater,OAKES WASTEWATER,"4-cell stabilization lagoon",Public,N,,Y,FA,Partial,2023-05-03,
"37000805001",1153131,NC,Wastewater,COLERAIN WWTP,,Public,N,,N,FA,Partial,2023-03-01,Y
"37003113001",1153328,NC,Wastewater,TEACHEY Coll. Sys.,,Public,N,,N,FA,Partial,2023-03-01,Y
"19001022001",1124301,IA,Wastewater,CASTALIA STL,,Public,N,,Y,FA,Partial,2023-05-03,Y
"16000215001",1128736,ID,Wastewater,FERNAN LAKE COLLECTION SYSTEM,,Public,N,,Y,FA,Partial,2022-08-29,Y
"20000445001",1130264,KS,Wastewater,NORTONVILLE WWTP,,Public,N,,N,FA,Partial,2023-05-14,Y
"20001105001",1130501,KS,Wastewater,COLLYER WWTP,,Public,N,,N,FA,Partial,2023-05-03,Y
"20001124001",1130515,KS,Wastewater,LONGFORD WWTP,,Public,N,,N,FA,Partial,2023-05-14,Y
"20001341001",1130606,KS,Wastewater,RUSH CENTER WWTP,,Public,N,,N,FA,Partial,2023-05-13,Y
"29001175001",1133500,MO,Wastewater,Leslie WWTP,,Public,N,,Y,FA,Partial,2023-05-03,Y
"29002057001",1133664,MO,Wastewater,Sweet Springs WWTP,,Public,N,,Y,FA,Partial,2022-12-01,
"29002191001",1133722,MO,Wastewater,Houstonia WWTP,,Public,N,,Y,FA,Partial,2022-08-29,
"29002418001",1133838,MO,Wastewater,Wellsville East WWTP,,Public,N,,Y,FA,Partial,2022-08-29,
"29003160001",1133926,MO,Wastewater,Eagleville WWTP,,Public,N,,Y,FA,Partial,2022-12-01,
"29004005000",1134031,MO,Wastewater,Long Branch State Park,,Public,N,,Y,FA,Partial,2022-12-01,Y
"29004059001",1134076,MO,Wastewater,Vandalia WWTP,,Public,N,,Y,FA,Partial,2022-12-01,
"29004149001",1134161,MO,Wastewater,Pierce City WWTP,,Public,N,,Y,FA,Partial,2022-12-01,
"21000290001",1139708,KY,Wastewater,MIDWAY,,Public,N,,N,FA,Partial,2023-05-03,
"21000376003",1139766,KY,Wastewater,Paducah McCracken Co JSA -Woodlawn,,Public,N,,N,FA,Partial,2023-05-03,
"23000001005",1142429,ME,Wastewater,GORHAM VILLAGE INTERCEPTOR,WASTEWATER FROM GORHAM VILLAGE TRANSPORTED TO 2300001004 FOR TREATMENT.,Public,N,,Y,FA,Partial,2023-05-03,Y
"23000105001",1142544,ME,Wastewater,WASHBURN STP,,Public,N,,N,FA,Partial,2023-05-03,
"27000100001",1147979,MN,Wastewater,MAPLE PLAIN CS,,Public,N,,Y,FA,Partial,2023-03-01,Y
"27000236001",1148092,MN,Wastewater,BROWNSDALE WWTP,,Public,N,,Y,FA,Partial,2022-12-01,Y
"27000295001",1148127,MN,Wastewater,SARTELL CS,,Public,N,,N,FA,Partial,2023-03-01,
"27000362001",1148179,MN,Wastewater,NEWFOLDEN WWTP,,Public,N,,Y,FA,Partial,2023-03-01,Y
"27001505001",1148218,MN,Wastewater,HERMAN WWTP,,Public,N,,Y,FA,Partial,2022-12-01,Y
"27003314001",1148285,MN,Wastewater,HARDWICK WWTP,,Public,N,,N,FA,Partial,2022-12-01,
"27009119001",1148456,MN,Wastewater,ERSKINE WWTP,,Public,N,,Y,FA,Partial,2022-12-01,Y
"19000781001",1124130,IA,Wastewater,SEYMOUR STL,,Public,N,,Y,FA,Partial,2023-05-03,Y
"27009204001",1148460,MN,Wastewater,GONVICK WWTP,,Public,N,,Y,FA,Partial,2022-12-01,Y
"42005015001",1196468,PA,Wastewater,BADEN BORO STP,,Public,N,,N,FA,Partial,2023-05-03,Y
"18000008048",418881,IN,Decentralized Wastewater Treatment,Vanderburgh County,unserved (septic) communities,Public,N,,N,FA,None,2023-05-03,Y
"27044000207",425401,MN,Wastewater,TOWER - BRIETUNG WWTF,Tower & Breitung Wastewater Board,Public,N,,Y,FA,Partial,2022-12-01,
"34001680011",442379,NJ,Stormwater,Bloomingdale Borough - Stormwater,,Public,N,,N,FA,Full,2023-05-10,
"34002514011",442561,NJ,Stormwater,High Bridge Borough - Stormwater,,Public,N,,N,FA,Partial,2023-05-03,
"34002506011",442598,NJ,Stormwater,Lebanon Borough - Stormwater,,Public,N,,N,FA,Full,2023-05-10,
"16000071201",452839,ID,Wastewater,N Idaho Correctional Facility STP,,Public,N,,Y,FA,Partial,2022-08-29,
"34009507022",485966,NJ,Nonpoint Source,Sussex County - NPS,,Public,N,,N,FA,Partial,2023-08-14,Y
"25001160001",494985,MA,Decentralized Wastewater Treatment,Sharon On-site Septic Systems,The town utilizes onsite septic systems to address wastewater issues in their community.,Public,N,,N,FA,None,2023-05-03,Y
"10000003001",1066427,DE,Wastewater,LAUREL STP,,Public,N,,N,FA,Partial,2023-03-01,Y
"08000050001",1066854,CO,Wastewater,SPRING CANYON WWTP,,Public,N,,N,FA,Partial,2023-03-01,
"08000406001",1067151,CO,Wastewater,COSTILLA CO WSD,"090115W",Public,N,,Y,FA,Audit,2022-12-12,
"04001102001",1069425,AZ,Wastewater,Duncan WWTF,,Public,N,,Y,FA,Partial,2023-05-05,Y
"48004269002",1183493,TX,Wastewater,Stewart Creek WWTP - The Colony,,Public,N,,N,FA,Partial,2023-05-03,Y
"48007132001",1183946,TX,Wastewater,Lancaster CS - Dinner Creek WWTP,,Public,N,,N,FA,Partial,2023-05-15,Y
"48007719001",1184234,TX,Wastewater,Ponderosa Central WWTP,,Public,N,,N,FA,Partial,2023-05-15,Y
"48007732001",1184242,TX,Wastewater,Southbend CS - Sagemont WWTP,,Public,N,,N,FA,Partial,2023-05-15,Y
"48008071001",1184412,TX,Wastewater,Lockhart & GBRA,,Public,N,,N,FA,Partial,2023-05-03,Y
"51000100001",1192687,VA,Wastewater,ORANGE STP,,Public,N,,Y,FA,Partial,2023-05-19,Y
"51000234001",1192860,VA,Wastewater,TANGIER STP,,Public,N,,N,FA,Partial,2023-06-12,Y
"51000250001",1192871,VA,Wastewater,SOUTH BOSTON S T P,,Public,N,,N,FA,Partial,2023-06-13,Y
"48007010001",1183779,TX,Wastewater,Bear Creek CS - Jackrabbit WWTP,,Public,N,,N,FA,Partial,2023-05-03,Y
"55002345001",1206309,WI,Wastewater,JUDA SD #1 WWTP,,Public,N,,Y,FA,Partial,2023-05-03,Y
"55002513001",1206341,WI,Wastewater,LAKE COMO SD #1 - CS,,Public,N,,N,FA,Partial,2023-03-01,Y
"55004140001",1206592,WI,Wastewater,RIVER FALLS WWTP,,Public,N,,N,FA,Partial,2023-03-01,
"55004500001",1206636,WI,Wastewater,SOUTH WAYNE STP,,Public,N,,Y,FA,Partial,2023-05-03,
"55004830001",1206665,WI,Wastewater,TOMAH WWTP,,Public,N,,Y,FA,Partial,2023-05-03,Y
"55004924002",1206679,WI,Stormwater,"Brookfield, Town of - SW",,Public,N,,Y,FA,Partial,2023-05-03,
"55005150001",1206717,WI,Wastewater,WEBSTER STP,,Public,N,,Y,FA,Partial,2023-05-03,Y
"29001181007",484066,MO,Wastewater,PWSD #1 of Crawford Co. Coll. Sys.,,Public,N,,N,FA,Partial,2023-03-01,Y
"54003011011",493267,WV,Stormwater,MORGANTOWN MS4,,Public,N,,N,FA,Full,2023-05-30,Y
"25000890001",494849,MA,Decentralized Wastewater Treatment,Monterey On-site Septic Systems,The town utilizes onsite septic systems to address wastewater needs.,Public,N,,N,FA,None,2023-05-03,Y
"23000263001",500965,ME,Stormwater,Hancock Cty. Sand & Salt Sheds,,Public,N,,N,FA,None,2023-05-03,Y
"08000340001",1067127,CO,Wastewater,FIRESTONE COLL. SYS.,,Public,N,,N,FA,Partial,2023-05-03,Y
"04001342001",1069471,AZ,Wastewater,Paradise Valley Collection,,Public,N,,N,FA,Audit,2022-12-12,
"09000660001",1071849,CT,Decentralized Wastewater Treatment,"HARWINTON, TOWN OF - DECENTRALIZED",,Public,N,,Y,FA,None,2023-05-03,Y
"09000700001",1071855,CT,Decentralized Wastewater Treatment,KILLINGWORTH SEPTIC,,Public,N,,N,FA,Full,2023-05-03,
"09000800001",1071870,CT,Wastewater,MERIDEN WPCF,,Public,N,,N,FA,Partial,2023-05-03,
"34001198001",1073360,NJ,Wastewater,Essex Fells Boro CS,,Public,N,,N,FA,Partial,2023-05-03,Y
"34001457001",1073491,NJ,Wastewater,Westwood Borough - CS,,Public,N,,N,FA,Partial,2023-05-03,
"34002409001",1073572,NJ,Wastewater,South Plainfield Borough - CS,,Public,N,,N,FA,Partial,2023-05-09,
"34003250001",1073648,NJ,Wastewater,Howell Township - CS,,Public,N,,N,FA,Partial,2023-05-09,
"34005262001",1073757,NJ,Wastewater,Ewing Township - CS,,Public,N,,N,FA,Partial,2023-05-03,Y
"34006129001",1073805,NJ,Wastewater,Audubon Park Borough - CS,,Public,N,,N,FA,Partial,2023-05-09,Y
"39000012001",1080434,OH,Wastewater,Alger WWTP & Sewers,,Public,N,,Y,FA,Partial,2023-05-16,Y
"39000241001",1080663,OH,Wastewater,Versailles WWTP & Sewer System,,Public,N,,Y,FA,Partial,2023-05-03,Y
"39000384001",1080797,OH,Wastewater,Henry Co Okolona Area,,Public,N,,N,FA,Partial,2023-05-03,Y
"39001869001",1080965,OH,Wastewater,Continental WWTP & Sewer System,,Public,N,,Y,FA,Partial,2023-05-18,Y
"39002163001",1080988,OH,Wastewater,Delta WWTP & Sewer System,,Public,N,,Y,FA,Partial,2023-05-03,Y
"39005138001",1081262,OH,Wastewater,Miamisburg WWTP & Sewer System,,Public,N,,N,FA,Partial,2023-05-03,
"39005222001",1081271,OH,Wastewater,Milan WWTP & Sewer System,,Public,N,,Y,FA,Partial,2023-05-03,Y
"39005419006",1081286,OH,Wastewater,Montgomery Co Eastern Regional WWTP and Sewers,,Public,N,,N,FA,Full,2023-03-01,
"39006770007",1081481,OH,Wastewater,Portage County Sewers (Ravenna),,Public,N,,N,FA,Partial,2023-05-12,Y
"39007479007",1081531,OH,Wastewater,Lucasville Sewers,,Public,N,,Y,FA,Partial,2023-05-03,Y
"39008561001",1081645,OH,Wastewater,Wadsworth WWTP & Sewer System,,Public,N,,N,FA,Partial,2023-05-03,Y
