Place ID,WDID,Facility Name,Agency,Region,Major/Minor,Order_No,NPDES No.,Facility_URL,Reg_Measure_ID,Reg_Measure_Type,Addtl_Reg_Measure_ID,Addtl_WDID,PDF_File,Shared_PDF,Total_PDFs_Available
205793,5B05NP00007,Angels City WWTP,Angels City,5S,Minor,R5-2022-0038,CA0085201,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=205793,448453,NPDES PERMIT,"413895,388190,326429","5B05NP00007,5B05NP00007,5B05NP00007",r5-2012-0088.pdf,No,1.0
205793,5B05NP00007,Angels City WWTP,Angels City,5S,Minor,R5-2022-0038,CA0085201,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=205793,448453,NPDES PERMIT,"413895,388190,326429","5B05NP00007,5B05NP00007,5B05NP00007",R5-2009-0074.pdf,Yes,1.0
205793,5B05NP00007,Angels City WWTP,Angels City,5S,Minor,R5-2022-0038,CA0085201,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=205793,448453,NPDES PERMIT,"413895,388190,326429","5B05NP00007,5B05NP00007,5B05NP00007",R5-2009-0074.pdf,Yes,1.0
205793,5B05NP00007,Angels City WWTP,Angels City,5S,Minor,R5-2022-0038,CA0085201,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=205793,448453,NPDES PERMIT,"413895,388190,326429","5B05NP00007,5B05NP00007,5B05NP00007",r5-2007-0031.pdf,No,1.0
206164,1B82114OHUM,Arcata City WWTF,Arcata City,SB,Major,R1-2019-0006,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=206164,436548,NPDES PERMIT,321411,1B82114OHUM,19_0006_Arcata_NPDES.pdf,No,1.0
206164,1B82114OHUM,Arcata City WWTF,Arcata City,SB,Major,R1-2019-0006,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=206164,436548,NPDES PERMIT,321411,1B82114OHUM,12_0031_ArcataWWTF_revisedNPDES.pdf,No,1.0
206164,1B82114OHUM,Arcata City WWTF,Arcata City,SB,Major,R1-2019-0006,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=206164,436548,NPDES PERMIT,321411,1B82114OHUM,14_0050_Arcata_Resolution_WERModOrder.pdf,No,1.0
747519,5B24NP00017,Atwater Regional WWTF,Atwater City,SB,Major,R5-2011-0082,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=747519,372304,NPDES PERMIT,,,r5-2011-0082.pdf,No,3.0
206733,5A31NP00042,Auburn WWTP,Auburn City,5S,"Major, Minor",R5-2016-0038,CAC448871,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=206733,407662,NPDES PERMIT,"376633,133340","5A310100001,5A310100001",r5-2016-0038.pdf,No,2.0
206733,5A31NP00042,Auburn WWTP,Auburn City,5S,"Major, Minor",R5-2016-0038,CAC448871,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=206733,407662,NPDES PERMIT,"376633,133340","5A310100001,5A310100001",R5-2010-0090.pdf,No,2.0
206733,5A31NP00042,Auburn WWTP,Auburn City,5S,"Major, Minor",R5-2016-0038,CAC448871,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=206733,407662,NPDES PERMIT,"376633,133340","5A310100001,5A310100001",R5-2011-0003.pdf,No,2.0
206733,5A31NP00042,Auburn WWTP,Auburn City,5S,"Major, Minor",R5-2016-0038,CAC448871,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=206733,407662,NPDES PERMIT,"376633,133340","5A310100001,5A310100001",r5-2005-0030.pdf,No,2.0
208276,4B190100001,Avalon WWTF,Avalon City,4,Major,R4-2019-0023,CA0054372,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=208276,424707,NPDES PERMIT,"388401,349073","4B190100001,4B190100001",0066_R4-2019-0023_WDR_PKG.pdf,No,1.0
208276,4B190100001,Avalon WWTF,Avalon City,4,Major,R4-2019-0023,CA0054372,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=208276,424707,NPDES PERMIT,"388401,349073","4B190100001,4B190100001",0066_R4-2013-0182_WDR_PKG.pdf,No,1.0
208276,4B190100001,Avalon WWTF,Avalon City,4,Major,R4-2019-0023,CA0054372,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=208276,424707,NPDES PERMIT,"388401,349073","4B190100001,4B190100001",0066_R4-2008-0028_WDR_PKG.pdf,No,1.0
206888,3 400101001,Avila WWTP,Avila Beach CSD,3,Minor,R3-2017-0025,CA0047830,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=206888,418016,NPDES PERMIT,"371965,132728","3 400101001,3 400101001",R3-2017-0025 FINAL.pdf,No,1.0
206888,3 400101001,Avila WWTP,Avila Beach CSD,3,Minor,R3-2017-0025,CA0047830,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=206888,418016,NPDES PERMIT,"371965,132728","3 400101001,3 400101001",AvilaNPDESPermit.pdf,No,1.0
206888,3 400101001,Avila WWTP,Avila Beach CSD,3,Minor,R3-2017-0025,CA0047830,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=206888,418016,NPDES PERMIT,"371965,132728","3 400101001,3 400101001",WDR _NPDES_.pdf,No,1.0
273161,5D152037001,Bear Valley CSD WWTF,,,,R5-2015-0011,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=273161,399826,NPDES PERMIT,351152,5D152037001,r5-2015-0011.pdf,No,1.0
273161,5D152037001,Bear Valley CSD WWTF,,,,R5-2015-0011,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=273161,399826,NPDES PERMIT,351152,5D152037001,BEAR_VALLEY_CSD_DIST_WWTF_ROWDNPDES_APP-MSS.pdf,No,1.0
273161,5D152037001,Bear Valley CSD WWTF,,,,R5-2015-0011,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=273161,399826,NPDES PERMIT,351152,5D152037001,r5-2008-0121_npdes.pdf,No,1.0
209035,5B02NP00001,Bear Valley WWTF,"Bear Valley Water District (Bear Valley, CA)",5S,Minor,R5-2022-0037,CA0085146,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=209035,448452,NPDES PERMIT,"407542,381076,164998","5B02NP00001,5B02NP00001,5B02NP00001",r5-2022-0037_npdes.pdf,No,1.0
209035,5B02NP00001,Bear Valley WWTF,"Bear Valley Water District (Bear Valley, CA)",5S,Minor,R5-2022-0037,CA0085146,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=209035,448452,NPDES PERMIT,"407542,381076,164998","5B02NP00001,5B02NP00001,5B02NP00001",R5-2016-0045-01.pdf,No,1.0
209035,5B02NP00001,Bear Valley WWTF,"Bear Valley Water District (Bear Valley, CA)",5S,Minor,R5-2022-0037,CA0085146,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=209035,448452,NPDES PERMIT,"407542,381076,164998","5B02NP00001,5B02NP00001,5B02NP00001",R5-2016-0045-02.pdf,No,1.0
209035,5B02NP00001,Bear Valley WWTF,"Bear Valley Water District (Bear Valley, CA)",5S,Minor,R5-2022-0037,CA0085146,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=209035,448452,NPDES PERMIT,"407542,381076,164998","5B02NP00001,5B02NP00001,5B02NP00001",r5-2016-0045.pdf,No,1.0
209035,5B02NP00001,Bear Valley WWTF,"Bear Valley Water District (Bear Valley, CA)",5S,Minor,R5-2022-0037,CA0085146,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=209035,448452,NPDES PERMIT,"407542,381076,164998","5B02NP00001,5B02NP00001,5B02NP00001",R5-2011-0053.pdf,No,1.0
259170,8 330101001,Beaumont WWTP No. 1,Beaumont City,8,Major,R8-2022-0042,CA0105376,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259170,451859,NPDES PERMIT,"387658,297240","8 330101001,8 330101001",R8-2022-0042_City of Beaumont_Order_NPDES_Final 11-30-2022_esigned.pdf,No,1.0
259170,8 330101001,Beaumont WWTP No. 1,Beaumont City,8,Major,R8-2022-0042,CA0105376,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259170,451859,NPDES PERMIT,"387658,297240","8 330101001,8 330101001",R8-2015-0026_City_of_Beaumont_WWTP.pdf,No,1.0
259170,8 330101001,Beaumont WWTP No. 1,Beaumont City,8,Major,R8-2022-0042,CA0105376,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259170,451859,NPDES PERMIT,"387658,297240","8 330101001,8 330101001",06-0003 WTP#1 Beaumont.pdf,No,1.0
259170,8 330101001,Beaumont WWTP No. 1,Beaumont City,8,Major,R8-2022-0042,CA0105376,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259170,451859,NPDES PERMIT,"387658,297240","8 330101001,8 330101001",09-0002 The City of Beaumont WTP No. 1-Amendment of Order 06-0003.pdf,No,1.0
209253,2 482001001,Benicia WWTP,Benicia City,2,Major,R2-2019-0034,CA0038091,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=209253,,NPDES PERMIT,"396744,345906","2 482001001,2 482001001",,No,0.0
259181,8 360108001,Big Bear WWRF,Big Bear Area Regional WW Agency,SB,Major,R8-2000-0012,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=259181,,NPDES PERMIT,,,,No,0.0
209551,5A040100001,City of Biggs WWTP,,,,R5-2012-0083,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=209551,387827,NPDES PERMIT,327376,5A040100001,r5-2012-0083.pdf,No,2.0
209551,5A040100001,City of Biggs WWTP,,,,R5-2012-0083,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=209551,387827,NPDES PERMIT,327376,5A040100001,2007-0032.pdf,No,2.0
210272,7A130100011,Brawley City WWTP,Brawley City,7,Major,R7-2021-0005,CA0104523,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=210272,444249,NPDES PERMIT,399799,7A130100011,R7-2021-0005.pdf,No,3.0
210272,7A130100011,Brawley City WWTP,Brawley City,7,Major,R7-2021-0005,CA0104523,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=210272,444249,NPDES PERMIT,399799,7A130100011,R7-2015-0004.pdf,No,3.0
210322,5B070101001,Brentwood WWTP,Brentwood City,5S,Major,R5-2024-0020,CA0082660,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=210322,456852,NPDES PERMIT,"430031,392726,344253","5B070101001,5B070101001,5B070101001",r5-2024-0020_npdes.pdf,No,2.0
210322,5B070101001,Brentwood WWTP,Brentwood City,5S,Major,R5-2024-0020,CA0082660,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=210322,456852,NPDES PERMIT,"430031,392726,344253","5B070101001,5B070101001,5B070101001",R5S-2019-0029.pdf,No,2.0
210322,5B070101001,Brentwood WWTP,Brentwood City,5S,Major,R5-2024-0020,CA0082660,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=210322,456852,NPDES PERMIT,"430031,392726,344253","5B070101001,5B070101001,5B070101001",r5-2013-0106.pdf,No,2.0
210322,5B070101001,Brentwood WWTP,Brentwood City,5S,Major,R5-2024-0020,CA0082660,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=210322,456852,NPDES PERMIT,"430031,392726,344253","5B070101001,5B070101001,5B070101001",r5-2014-0122.pdf,Yes,2.0
210322,5B070101001,Brentwood WWTP,Brentwood City,5S,Major,R5-2024-0020,CA0082660,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=210322,456852,NPDES PERMIT,"430031,392726,344253","5B070101001,5B070101001,5B070101001",r5-2008-0006.pdf,No,2.0
210322,5B070101001,Brentwood WWTP,Brentwood City,5S,Major,R5-2024-0020,CA0082660,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=210322,456852,NPDES PERMIT,"430031,392726,344253","5B070101001,5B070101001,5B070101001",r5-2012-0113.pdf,No,2.0
212135,4B190101001,Burbank WRP,Burbank City DPW,4,Major,R4-2023-0358,CA0055531,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212135,452357,NPDES PERMIT,"408326,381037,315720","4B190101001,4B190101001,4B190101001",4424_R4-2023-0358_WDR_PKG.pdf,No,1.0
212135,4B190101001,Burbank WRP,Burbank City DPW,4,Major,R4-2023-0358,CA0055531,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212135,452357,NPDES PERMIT,"408326,381037,315720","4B190101001,4B190101001,4B190101001",4424_R4-2017-0064_WDR_PKG.pdf,No,1.0
212135,4B190101001,Burbank WRP,Burbank City DPW,4,Major,R4-2023-0358,CA0055531,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212135,452357,NPDES PERMIT,"408326,381037,315720","4B190101001,4B190101001,4B190101001",4424_R4-2012-0059_WDR_PKG.pdf,No,1.0
212135,4B190101001,Burbank WRP,Burbank City DPW,4,Major,R4-2023-0358,CA0055531,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212135,452357,NPDES PERMIT,"408326,381037,315720","4B190101001,4B190101001,4B190101001",4424_R4-2006-0085_FS.pdf,No,1.0
212135,4B190101001,Burbank WRP,Burbank City DPW,4,Major,R4-2023-0358,CA0055531,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212135,452357,NPDES PERMIT,"408326,381037,315720","4B190101001,4B190101001,4B190101001",4424_R4-2006-0085_WDR.pdf,No,1.0
212135,4B190101001,Burbank WRP,Burbank City DPW,4,Major,R4-2023-0358,CA0055531,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212135,452357,NPDES PERMIT,"408326,381037,315720","4B190101001,4B190101001,4B190101001",4424_R4-2010-0058_FS_amd.pdf,No,1.0
212135,4B190101001,Burbank WRP,Burbank City DPW,4,Major,R4-2023-0358,CA0055531,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212135,452357,NPDES PERMIT,"408326,381037,315720","4B190101001,4B190101001,4B190101001",4424_R4-2010-0058_WDR_amd.pdf,No,1.0
210839,2 417005001,Burlingame WWTP,Burlingame City PWD,2,Major,R2-2023-0010,CA0037788,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=210839,453437,NPDES PERMIT,"422030,390151","2 417005001,2 417005001",Burlingame R2-2023-0010.pdf,No,1.0
210839,2 417005001,Burlingame WWTP,Burlingame City PWD,2,Major,R2-2023-0010,CA0037788,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=210839,453437,NPDES PERMIT,"422030,390151","2 417005001,2 417005001",Burlingame - Order No. R2-2018-0024.pdf,No,1.0
210839,2 417005001,Burlingame WWTP,Burlingame City PWD,2,Major,R2-2023-0010,CA0037788,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=210839,453437,NPDES PERMIT,"422030,390151","2 417005001,2 417005001",Nutrient Watershed Permit - R2-2014-0014.pdf,Yes,1.0
210839,2 417005001,Burlingame WWTP,Burlingame City PWD,2,Major,R2-2023-0010,CA0037788,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=210839,453437,NPDES PERMIT,"422030,390151","2 417005001,2 417005001",R2-2013-0015.pdf,No,1.0
219701,5B390100001,Deuel Vocational Institution,Ca Dept of Corrections & Rehabilitation,5S,Minor,R5-2019-0047,CAG995002,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219701,432991,NPDES PERMIT,"394937,354998","5B390100001,5B390100001",R5-2019-0047.pdf,No,2.0
219701,5B390100001,Deuel Vocational Institution,Ca Dept of Corrections & Rehabilitation,5S,Minor,R5-2019-0047,CAG995002,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219701,432991,NPDES PERMIT,"394937,354998","5B390100001,5B390100001",r5-2014-0014.pdf,No,2.0
219701,5B390100001,Deuel Vocational Institution,Ca Dept of Corrections & Rehabilitation,5S,Minor,R5-2019-0047,CAG995002,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219701,432991,NPDES PERMIT,"394937,354998","5B390100001,5B390100001",r5-2014-0122.pdf,Yes,2.0
219701,5B390100001,Deuel Vocational Institution,Ca Dept of Corrections & Rehabilitation,5S,Minor,R5-2019-0047,CAG995002,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=219701,432991,NPDES PERMIT,"394937,354998","5B390100001,5B390100001",R5-2008-0164.pdf,No,2.0
213850,7A131337001,CA Dept of Corrections Centinela WWTP,Ca Dept of Corrections Imperial,7,Minor,R7-2019-0003,CA7000001,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=213850,,NPDES PERMIT,,,,No,0.0
212681,3 400108001,California Men's Colony WWTP,Ca Dept of Corrections San Luis Obispo,3,Major,R3-2020-0005,CA0047856,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212681,439321,NPDES PERMIT,"388775,306594","3 400108001,3 400108001",CMC NPDES Order R3-2020-0005 amended for new MRP.pdf,No,1.0
212681,3 400108001,California Men's Colony WWTP,Ca Dept of Corrections San Luis Obispo,3,Major,R3-2020-0005,CA0047856,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212681,439321,NPDES PERMIT,"388775,306594","3 400108001,3 400108001",CMC WWTP NPDES Permit R3-2012-0027.pdf,No,1.0
212681,3 400108001,California Men's Colony WWTP,Ca Dept of Corrections San Luis Obispo,3,Major,R3-2020-0005,CA0047856,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=212681,439321,NPDES PERMIT,"388775,306594","3 400108001,3 400108001",CMC Adopted WDR.pdf,No,1.0
241826,5D540800001,Mountain Home Conservation Camp,,,,R5-2003-0171,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=241826,,NPDES PERMIT,,,,No,0.0
205781,2 215002001,Angel Island State Pk - WWTP,Ca Dept of Parks & Rec Marin District,2,Minor,R2-1993-0022,,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=205781,,NPDES PERMIT,,,,No,0.0
717684,5B05NP00014,Forest Meadows WWRP,Calaveras Cnty Water District,5S,Minor,R5-2018-0074,CA0085278,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=717684,425736,NPDES PERMIT,"395022,345656","5B05NP00014,5B05NP00010",R5-2018-0074.pdf,No,2.0
717684,5B05NP00014,Forest Meadows WWRP,Calaveras Cnty Water District,5S,Minor,R5-2018-0074,CA0085278,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=717684,425736,NPDES PERMIT,"395022,345656","5B05NP00014,5B05NP00010",r5-2014-0011.pdf,No,2.0
717684,5B05NP00014,Forest Meadows WWRP,Calaveras Cnty Water District,5S,Minor,R5-2018-0074,CA0085278,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=717684,425736,NPDES PERMIT,"395022,345656","5B05NP00014,5B05NP00010",r5-2008-0058.pdf,No,2.0
255003,5B05NP00001,Copper Cove WWRF,Calaveras Cnty Water District,5S,Minor,R5-2023-0013,CA0084620,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=255003,452543,NPDES PERMIT,"422099,391307,354321","5B05NP00001,5B05NP00001,5B05NP00001",r5-2023-0013_npdes.pdf,No,1.0
255003,5B05NP00001,Copper Cove WWRF,Calaveras Cnty Water District,5S,Minor,R5-2023-0013,CA0084620,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=255003,452543,NPDES PERMIT,"422099,391307,354321","5B05NP00001,5B05NP00001,5B05NP00001",r5-2018-0040.pdf,No,1.0
255003,5B05NP00001,Copper Cove WWRF,Calaveras Cnty Water District,5S,Minor,R5-2023-0013,CA0084620,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=255003,452543,NPDES PERMIT,"422099,391307,354321","5B05NP00001,5B05NP00001,5B05NP00001",r5-2013-0072.pdf,No,1.0
255003,5B05NP00001,Copper Cove WWRF,Calaveras Cnty Water District,5S,Minor,R5-2023-0013,CA0084620,https://ciwqs.waterboards.ca.gov/ciwqs/readOnly/CiwqsReportServlet?reportName=facilityAtAGlance&placeID=255003,452543,NPDES PERMIT,"422099,391307,354321","5B05NP00001,5B05NP00001,5B05NP00001",r5-2016-0065.pdf,No,1.0
